x,y,z,
8.20,-4.84,-3.61,
8.61,-5.52,-2.47,
9.06,-4.28,-4.80,
11.33,-3.58,-3.93,
11.70,-1.02,-4.86,
11.39,-1.94,-0.98,
6.45,-6.76,2.49,
10.32,-6.59,-1.73,
10.88,-6.99,-4.74,
10.42,-2.72,-0.86,
8.43,-1.55,-2.23,
9.13,-4.02,-1.73,
8.66,-5.33,0.80,
8.53,-6.48,-9.07,
8.47,-5.87,-0.18,
13.20,-6.69,-3.48,
10.17,-3.69,-0.76,
7.82,-1.66,2.12,
10.53,-1.61,-0.23,
8.64,-3.01,-0.08,
8.32,-4.37,0.67,
9.61,-4.08,-1.19,
8.17,-1.60,0.73,
10.46,-1.70,0.92,
12.55,-5.15,-1.77,
11.37,-1.28,-0.89,
9.53,-2.50,-1.78,
8.50,-0.24,0.02,
8.10,-2.84,-0.09,
9.08,-2.90,0.22,
4.37,8.32,-5.57,
12.85,-6.88,3.46,
11.16,-3.23,-3.55,
5.57,-3.11,-4.71,
14.14,-8.82,7.66,
4.00,-6.14,-4.95,
9.90,-5.28,-0.51,
14.59,-11.34,-10.94,
9.89,-1.42,-1.67,
8.05,-2.89,4.42,
9.53,-0.86,-2.08,
10.35,-3.75,-1.87,
5.77,-3.09,2.75,
12.17,-0.38,1.93,
11.44,-3.51,-3.26,
8.88,-2.99,0.84,
9.99,-2.62,1.11,
10.97,-1.16,-0.94,
9.92,-2.48,0.70,
8.84,-4.10,-0.64,
11.07,-3.37,-2.32,
10.39,-0.98,0.00,
10.67,-1.23,0.72,
10.95,0.66,-0.12,
9.30,-1.70,0.96,
10.80,-5.27,-1.23,
11.19,-3.07,-4.02,
11.52,-2.70,-3.06,
10.51,-0.98,0.32,
9.74,-2.74,-0.33,
12.19,-2.08,-1.19,
13.86,0.25,-3.41,
12.81,-3.36,-1.73,
9.30,0.20,-0.08,
10.57,-1.71,0.11,
10.74,-0.95,0.25,
12.10,-2.98,-1.14,
13.67,-1.79,-2.31,
11.97,-2.50,-0.76,
11.03,-2.74,-0.19,
9.10,1.49,0.22,
8.97,-2.15,2.36,
11.51,-3.84,-1.93,
14.37,-6.53,-5.25,
10.93,2.84,-1.02,
7.36,-0.74,4.84,
10.33,-1.74,-0.41,
11.81,-1.83,-1.98,
8.85,-1.50,2.04,
10.65,-3.52,0.32,
12.01,-0.89,-2.34,
9.45,-1.31,0.51,
9.38,-1.38,0.68,
9.73,-3.13,-1.36,
9.17,-2.91,-0.20,
10.49,-2.28,-0.36,
11.31,-2.06,-1.66,
10.07,-3.21,-0.23,
9.62,-2.12,-0.39,
9.02,-3.40,-0.81,
7.64,-4.43,-0.18,
8.53,-2.76,0.16,
11.22,-2.33,-1.35,
10.88,-1.72,-2.80,
8.12,-4.00,0.17,
6.96,-4.34,0.43,
9.02,-2.89,-1.93,
9.38,-0.11,-1.61,
8.44,-3.96,0.07,
8.04,-1.72,0.10,
8.68,-2.13,-0.23,
8.55,-2.90,-1.04,
7.81,-2.02,0.15,
8.56,-3.11,-0.56,
9.28,-2.43,-0.92,
9.61,-4.63,-1.29,
8.47,-2.28,0.54,
9.52,-3.46,-0.65,
10.81,-1.08,-1.86,
12.51,-0.59,-2.38,
11.39,-0.14,-2.49,
12.67,-3.24,-1.27,
14.04,-3.17,-2.78,
14.79,-1.31,-4.79,
13.58,-2.40,-3.54,
13.38,-2.79,-2.55,
13.36,-4.61,-3.24,
13.18,-3.97,-1.04,
13.90,-2.73,-1.07,
13.05,-2.97,-1.45,
11.25,-3.43,-0.26,
10.55,-5.91,-1.00,
10.09,-6.71,1.13,
10.86,-4.31,0.05,
12.26,-3.97,-0.28,
13.65,-4.78,-1.14,
11.39,-5.83,-0.71,
10.35,-4.83,1.00,
11.82,-5.79,-1.30,
13.17,-5.15,-4.17,
12.03,-5.16,-3.14,
12.49,-2.24,-1.10,
11.18,-6.80,-1.88,
12.24,-4.90,-2.37,
14.28,-3.13,-3.89,
12.67,-0.36,-4.52,
10.64,-2.07,-2.71,
9.69,-4.61,-1.84,
9.49,-5.61,-1.84,
9.12,-3.40,-1.60,
9.74,-0.97,-1.12,
10.06,-2.48,-2.72,
8.85,-3.74,-0.56,
7.03,-2.37,0.61,
6.51,-3.99,0.17,
7.56,-1.62,-1.47,
7.70,-2.07,-1.58,
8.40,-0.13,-2.33,
7.71,0.71,-1.31,
6.35,-1.08,-1.04,
5.92,-1.40,-1.16,
6.48,-2.40,-1.40,
6.41,-1.53,-0.88,
6.80,-1.42,-0.99,
7.00,-1.67,-1.58,
6.96,-3.47,-1.98,
7.09,-3.87,-0.63,
7.97,-2.40,-1.39,
7.72,-2.96,-1.65,
7.91,-2.93,-1.16,
7.27,-2.82,-1.49,
7.62,-3.45,-1.85,
8.77,-3.36,-2.78,
8.24,-4.38,-2.20,
7.52,-4.18,-0.99,
7.83,-4.40,-1.97,
7.20,-4.52,-0.49,
8.06,-4.93,-1.79,
8.11,-3.81,-1.81,
8.62,-3.02,-2.04,
8.37,-2.90,-1.99,
7.08,-3.59,-0.67,
7.42,-4.52,-1.27,
9.08,-4.41,-2.51,
10.37,-3.98,-1.56,
9.84,-4.43,-1.42,
7.81,-5.95,-0.84,
8.44,-3.40,-0.60,
9.21,-6.19,-1.22,
10.55,-4.81,-0.68,
8.37,-6.35,-2.20,
8.20,-5.31,-1.33,
7.26,-4.99,-0.98,
7.92,-3.96,-0.45,
10.00,-3.36,-2.66,
9.81,-3.19,-2.07,
8.95,-3.66,-1.09,
8.70,-4.73,-1.51,
9.12,-3.46,-1.39,
5.48,-3.93,-7.39,
1.42,-7.24,-5.51,
10.80,-4.02,-3.13,
10.07,-3.50,-1.66,
8.94,-4.52,-0.62,
9.38,-4.19,-2.04,
9.54,-3.91,-1.98,
9.12,-5.00,-1.82,
8.87,-4.98,-1.73,
8.99,-4.30,-1.55,
9.62,-3.84,-2.17,
9.55,-5.29,-2.23,
9.18,-6.31,-2.20,
9.50,-5.30,-1.95,
10.47,-5.58,-2.19,
10.41,-4.34,-1.59,
10.61,-3.85,-1.42,
10.19,-3.05,-2.25,
8.86,-3.44,-1.24,
9.41,-3.83,-2.19,
9.83,-3.96,-2.45,
9.54,-3.87,-2.08,
9.35,-3.62,-1.88,
9.05,-4.17,-1.37,
9.15,-4.53,-1.66,
8.77,-4.10,-1.41,
8.59,-4.98,-1.12,
9.05,-4.15,-0.71,
9.00,-4.67,-0.92,
8.79,-5.21,-1.09,
8.60,-4.65,-0.66,
10.60,-4.13,-0.71,
8.96,-8.12,-1.13,
8.86,-4.88,-0.13,
8.95,-4.15,0.04,
10.15,-6.95,-0.46,
9.74,-5.43,-0.92,
9.21,-5.43,0.18,
9.25,-6.94,0.13,
9.27,-7.06,-0.60,
9.06,-5.60,0.05,
9.68,-5.19,-0.78,
9.78,-3.91,-0.48,
10.03,-3.36,-0.47,
9.31,-4.57,-1.78,
9.24,-4.31,-0.49,
9.91,-4.67,-1.58,
9.17,-5.11,-0.98,
8.38,-5.37,0.17,
8.76,-5.82,-0.40,
9.07,-5.84,-1.19,
8.65,-4.72,0.04,
9.24,-4.72,-0.68,
9.35,-5.26,-0.55,
9.17,-5.65,0.14,
9.22,-5.94,-0.67,
8.52,-5.47,-0.13,
9.78,-5.05,-0.89,
10.43,-5.40,-1.86,
9.51,-4.95,-0.78,
9.79,-4.91,-1.26,
9.32,-5.18,-1.03,
9.88,-4.76,-1.84,
9.94,-5.20,-2.52,
9.50,-5.03,-1.36,
9.34,-5.38,-2.05,
8.73,-5.95,-1.54,
8.69,-5.40,-1.66,
9.40,-5.37,-1.60,
9.12,-5.00,-1.50,
8.24,-5.58,-1.60,
7.47,-5.84,-1.18,
8.37,-5.43,-1.33,
8.55,-4.89,-2.32,
8.67,-4.67,-1.76,
9.18,-4.35,-1.88,
9.56,-4.75,-1.01,
8.78,-5.84,-1.70,
8.86,-5.27,-1.68,
10.90,-4.98,0.50,
8.91,-5.35,-1.21,
9.03,-5.18,-1.15,
8.54,-5.73,-0.66,
8.13,-5.63,-1.24,
8.60,-5.16,-1.48,
8.37,-5.04,-1.42,
8.63,-4.49,-1.41,
8.74,-4.79,-1.91,
8.53,-4.90,-1.57,
8.66,-5.34,-1.65,
8.90,-5.61,-1.44,
9.60,-5.45,-1.26,
9.42,-5.38,-1.46,
8.97,-5.85,-1.38,
9.88,-5.20,-1.17,
9.71,-5.51,-1.34,
9.34,-5.71,-1.79,
9.21,-5.34,-1.37,
9.36,-5.41,-1.10,
9.66,-5.57,-1.21,
9.30,-5.70,-1.37,
9.57,-5.72,-1.21,
9.27,-5.35,-0.90,
9.28,-5.25,-0.66,
9.75,-5.27,-1.16,
9.62,-5.02,-0.78,
9.38,-5.02,-0.95,
8.99,-5.19,-1.12,
9.48,-5.25,-1.01,
9.43,-4.91,-1.36,
9.26,-4.50,-1.56,
9.18,-4.74,-1.59,
9.34,-4.81,-1.10,
9.28,-4.77,-1.49,
8.85,-4.76,-1.30,
8.55,-5.14,-1.41,
8.93,-4.95,-1.27,
8.59,-5.12,-1.47,
8.47,-5.16,-1.40,
8.32,-5.41,-1.51,
8.62,-4.96,-1.39,
8.21,-5.39,-1.47,
8.11,-5.50,-1.49,
8.21,-5.45,-1.70,
8.26,-5.53,-1.58,
8.32,-5.54,-1.76,
8.44,-5.76,-1.75,
8.64,-5.80,-1.79,
8.47,-5.53,-1.75,
8.66,-5.56,-1.76,
8.87,-5.89,-1.60,
9.00,-5.79,-1.54,
8.48,-5.62,-1.74,
8.73,-5.92,-2.07,
9.11,-5.94,-1.39,
9.30,-5.52,-1.13,
9.01,-5.88,-1.63,
9.14,-5.53,-1.08,
9.39,-5.43,-0.88,
9.60,-5.35,-0.76,
9.06,-5.73,-1.26,
9.17,-6.04,-1.01,
9.64,-5.55,-0.93,
9.61,-5.34,-0.97,
9.47,-4.97,-0.68,
9.79,-5.41,-1.31,
9.41,-4.74,-0.53,
9.35,-5.18,-0.59,
9.57,-5.46,-0.87,
9.56,-5.04,-0.05,
9.47,-4.69,-0.50,
8.92,-4.68,-1.08,
9.03,-4.88,-0.73,
8.95,-4.78,-1.18,
9.03,-4.78,-1.26,
8.94,-4.84,-1.56,
9.04,-4.88,-1.26,
8.88,-4.74,-1.40,
8.50,-5.24,-1.41,
8.27,-5.53,-1.31,
8.54,-5.23,-1.81,
8.31,-5.27,-1.31,
8.35,-5.42,-1.61,
8.38,-5.73,-1.37,
8.12,-5.56,-1.20,
8.10,-5.71,-1.24,
8.24,-6.05,-1.48,
8.60,-5.90,-1.17,
8.16,-5.78,-1.15,
8.46,-5.95,-1.27,
8.69,-5.92,-1.20,
8.70,-6.04,-1.04,
8.29,-6.30,-1.35,
8.66,-6.20,-0.36,
8.89,-5.80,-0.73,
9.24,-5.65,-0.85,
9.55,-5.32,-0.61,
9.81,-5.36,-1.18,
10.01,-5.00,-1.10,
9.21,-4.75,-1.12,
9.34,-4.79,-1.00,
8.82,-4.84,-1.23,
7.98,-4.43,-1.29,
7.78,-3.67,-1.46,
7.32,-3.34,-2.34,
8.32,-1.64,-1.05,
7.26,-2.20,-0.56,
6.80,-2.04,-0.48,
7.41,-1.87,-0.82,
7.28,-2.40,-0.94,
7.33,-3.90,-0.95,
7.93,-5.69,-0.88,
8.08,-6.87,-0.26,
8.19,-6.36,0.06,
9.41,-6.27,-1.32,
10.43,-5.94,-2.44,
10.79,-5.96,-2.13,
11.52,-5.92,-2.02,
10.50,-5.27,-0.33,
8.24,-5.98,-1.42,
7.61,-6.24,-1.26,
7.42,-6.48,-0.26,
7.43,-5.82,-0.48,
7.83,-5.62,-0.91,
7.98,-5.24,-1.00,
8.30,-5.79,-1.50,
7.79,-6.04,-1.75,
7.57,-6.27,-1.12,
8.19,-5.76,-1.15,
8.75,-5.31,-1.50,
8.39,-5.90,-2.37,
8.09,-5.58,-1.92,
8.35,-6.21,-2.16,
8.62,-6.04,-1.03,
8.09,-6.62,-1.15,
7.77,-6.81,-1.14,
6.59,-7.53,-2.19,
8.06,-5.36,-0.78,
9.03,-5.55,-1.34,
9.10,-5.74,-1.51,
8.51,-6.82,-0.85,
8.65,-6.95,-1.10,
8.90,-6.29,-0.67,
9.40,-5.94,-0.63,
10.44,-5.42,-0.66,
11.41,-4.97,-0.64,
11.89,-6.02,-2.02,
11.21,-7.03,-1.24,
12.20,-6.76,-1.82,
14.10,-6.60,-2.22,
16.14,-5.31,-2.34,
16.22,-6.13,-3.00,
13.90,-7.03,-1.76,
12.92,-8.03,-1.12,
14.28,-7.66,-2.26,
14.67,-7.88,-1.60,
15.33,-8.93,-1.13,
13.93,-9.36,-1.61,
12.50,-8.80,-1.07,
14.81,-8.11,-2.50,
13.90,-8.15,-3.28,
12.27,-9.04,-2.22,
9.98,-13.59,-0.64,
3.81,2.23,6.97,
3.45,-19.60,-9.03,
12.66,-19.60,-10.48,
6.94,3.44,-4.08,
1.43,-2.53,2.10,
4.31,7.51,-5.12,
5.12,0.95,-2.46,
0.15,5.31,-0.76,
0.57,2.68,0.70,
-1.64,1.82,-1.46,
-1.84,-0.19,1.24,
1.20,-4.49,-3.43,
4.75,2.28,1.49,
-7.58,2.52,-7.01,
3.58,-0.40,-3.88,
0.33,-3.45,-10.94,
-6.13,2.23,-5.43,
-1.06,-4.70,0.87,
0.69,0.98,-7.09,
6.13,-5.41,-1.23,
7.86,-3.83,-2.21,
5.57,-6.09,-0.35,
3.61,3.54,-4.48,
5.36,-7.84,-5.34,
17.91,-2.05,-6.81,
12.13,-1.21,-1.70,
5.73,-9.92,6.45,
12.12,-7.90,2.12,
19.60,6.20,0.24,
19.60,-19.60,1.46,
15.32,-2.72,-4.89,
12.45,-9.66,1.73,
10.25,-0.38,-5.86,
7.80,-5.78,-8.98,
14.59,3.36,4.85,
11.15,-9.15,-3.03,
12.59,-1.62,-6.23,
10.06,-4.06,-1.67,
10.32,-4.56,-1.82,
12.09,1.43,-3.94,
10.44,-5.75,-1.77,
11.90,-4.12,-3.59,
11.57,-2.98,-1.62,
9.41,-6.39,-1.13,
9.94,-5.14,-2.84,
11.90,-3.71,-4.29,
6.11,-4.05,-1.87,
16.68,-9.76,0.51,
12.89,-1.78,-5.64,
-2.68,-3.33,-7.17,
13.18,-6.29,-2.26,
15.30,-3.61,-2.92,
4.26,0.28,-1.33,
9.81,-4.49,1.19,
11.10,-3.93,-6.23,
9.39,-3.04,-0.88,
11.14,-1.78,-2.04,
11.31,-2.84,-3.94,
11.04,-1.76,-2.84,
10.29,0.45,-1.67,
10.80,-3.76,-4.68,
10.95,-0.52,-3.21,
10.14,-1.44,-1.87,
12.10,-0.29,-5.06,
11.54,-2.48,-4.22,
9.58,-1.92,-4.12,
8.39,-3.26,-1.27,
7.88,-1.51,-3.17,
11.04,-1.81,-4.76,
10.11,-2.01,-2.64,
9.26,-2.56,-2.24,
9.77,-3.07,-2.83,
7.84,-4.34,-1.46,
9.75,-0.73,-3.27,
10.86,-3.10,-1.69,
10.54,-1.58,-2.65,
11.24,0.33,-3.20,
11.16,-1.56,-4.91,
10.26,-1.99,-2.76,
9.17,-0.81,-2.82,
10.15,-2.41,-3.26,
10.97,-1.18,-4.80,
10.11,-1.61,-3.77,
11.18,-1.14,-4.55,
11.42,-1.02,-4.28,
10.54,-2.70,-3.27,
10.32,-4.30,-2.47,
11.40,-2.04,-3.64,
10.24,-1.13,-1.30,
12.82,-0.26,-4.56,
11.26,-0.55,-4.30,
9.71,-0.81,-3.00,
9.24,-2.70,-3.35,
9.04,-2.13,-2.40,
9.14,-1.31,-2.76,
10.13,-1.26,-3.74,
10.58,-1.87,-3.75,
11.09,-1.47,-3.92,
10.38,-2.40,-3.61,
10.25,-2.46,-3.84,
10.22,-3.51,-3.25,
10.43,-1.87,-3.54,
11.05,-2.40,-3.20,
9.26,-2.48,-2.12,
10.06,-1.56,-2.54,
10.77,-2.37,-2.69,
9.88,-1.66,-2.81,
10.09,-2.67,-2.98,
10.05,-3.09,-3.01,
9.74,-2.14,-1.40,
10.35,-2.33,-2.33,
10.41,0.02,-2.12,
9.66,-2.46,-0.60,
9.69,-4.68,-3.39,
12.85,2.16,1.07,
12.19,-6.11,-0.16,
10.11,-6.19,-3.37,
11.80,-4.58,-1.49,
10.37,-5.06,-2.31,
10.38,-1.73,-1.61,
11.22,-2.69,-2.87,
10.41,-2.08,-2.66,
9.60,-2.07,-1.37,
9.59,-2.11,-3.56,
9.77,-2.54,-1.92,
14.89,-3.69,3.07,
7.47,-0.44,-4.85,
8.80,-1.89,-0.74,
9.15,-2.13,-1.92,
9.16,-1.42,-1.04,
9.32,-2.30,-1.87,
9.88,-3.34,-1.79,
9.62,-2.55,-1.49,
9.81,-4.00,-2.08,
8.64,-3.06,-1.45,
8.43,-5.70,-1.33,
8.80,-5.46,-2.90,
9.03,-5.30,-2.12,
9.00,-3.09,-2.01,
9.51,-3.00,-2.93,
8.58,-3.18,-2.91,
8.50,-2.63,-2.61,
8.06,-2.99,-3.12,
7.11,-4.07,-2.65,
6.49,-3.09,-2.30,
7.48,-1.56,-3.33,
8.65,-0.16,-3.57,
8.21,-1.18,-3.18,
7.49,-1.97,-2.88,
8.67,-0.79,-2.91,
10.78,0.27,-3.13,
13.23,1.01,-4.30,
13.73,-0.94,-4.58,
13.85,-6.66,-4.83,
14.36,-4.91,-4.80,
17.54,-5.86,-4.17,
19.60,0.45,-6.95,
19.60,-4.54,-6.82,
16.43,-6.57,-2.93,
16.33,-8.39,-1.55,
19.43,-8.56,-4.48,
19.60,-4.95,-3.71,
17.97,-6.04,-1.47,
17.43,-7.47,-3.66,
14.68,-8.55,-1.23,
13.48,-5.91,-0.08,
13.90,-5.53,-2.30,
13.93,-4.11,-4.09,
10.89,-4.68,-3.18,
6.64,-5.81,-1.78,
2.39,-8.04,1.22,
1.57,-6.47,3.12,
5.01,-2.33,-0.39,
6.07,-1.88,-4.36,
2.92,-3.18,-1.83,
-0.09,-3.03,0.40,
-1.49,-2.55,-0.77,
0.03,0.42,-1.42,
1.19,3.11,-2.90,
1.82,2.23,-1.91,
0.13,-1.71,-2.05,
0.57,-0.13,-1.16,
1.40,-0.41,-2.00,
1.43,2.40,-1.83,
1.90,1.95,-2.21,
2.27,1.17,-2.57,
1.74,0.00,-1.99,
1.62,-2.68,-0.74,
4.12,-3.47,-0.62,
6.12,-4.14,-7.05,
14.05,-4.30,-7.06,
14.13,-5.53,-5.04,
9.55,-3.79,1.52,
9.95,-5.08,1.20,
12.70,-1.57,-1.90,
16.55,-2.29,-2.81,
19.15,-6.72,-3.15,
15.85,-8.37,-0.64,
11.41,-11.93,1.18,
12.39,-9.31,0.08,
15.01,-2.15,-2.47,
17.62,1.29,-2.45,
17.82,1.00,-4.03,
14.73,-3.01,-4.23,
11.93,-6.49,-2.10,
10.70,-7.32,-1.34,
11.25,-3.86,-3.35,
11.89,-2.50,-3.85,
10.60,-1.83,-3.55,
9.27,-2.68,-2.75,
8.26,-4.25,-2.69,
7.46,-4.13,-2.51,
8.08,-3.68,-1.38,
8.44,-3.75,-1.86,
8.42,-3.85,-2.40,
7.99,-5.42,-1.19,
8.41,-5.02,-1.47,
9.43,-4.05,-2.79,
8.26,-2.91,-1.52,
8.36,-3.95,-1.28,
8.95,-2.88,-2.11,
9.04,-3.70,-1.99,
9.09,-3.60,-1.85,
8.85,-5.23,-2.01,
8.37,-5.27,-1.65,
9.17,-4.61,-1.97,
9.10,-4.41,-1.88,
9.11,-4.46,-1.57,
9.18,-4.92,-2.08,
8.85,-5.32,-1.67,
9.62,-4.41,-1.95,
10.17,-4.44,-2.41,
9.68,-3.46,-1.82,
9.19,-3.96,-1.87,
9.12,-3.76,-2.07,
9.52,-4.15,-2.04,
9.60,-3.62,-1.58,
9.47,-3.28,-1.66,
9.41,-3.41,-2.20,
8.75,-4.03,-1.41,
8.18,-4.92,-1.31,
8.54,-5.28,-1.95,
8.99,-4.78,-2.03,
8.67,-5.03,-1.60,
8.20,-5.27,-1.70,
7.96,-4.93,-1.73,
7.52,-4.40,-1.24,
7.52,-3.94,-1.01,
7.97,-3.76,-2.02,
8.41,-3.09,-3.04,
7.73,-2.58,-3.18,
7.07,-0.69,-1.68,
6.35,-1.19,-1.81,
6.32,-0.80,-2.52,
5.62,-0.33,-2.66,
6.99,-0.13,-1.73,
7.67,-1.80,-1.91,
8.30,-1.35,-1.63,
7.73,-3.59,-0.66,
9.52,-4.78,0.54,
13.54,-5.63,-1.34,
17.19,-8.77,-3.80,
19.60,-11.96,-3.33,
19.60,-4.34,-2.05,
19.60,-3.94,-3.32,
19.60,-2.21,-5.05,
19.60,-4.59,-4.37,
19.60,-5.60,-1.23,
19.60,-7.72,-1.61,
16.09,-8.55,-1.96,
8.55,-11.10,4.38,
10.07,-19.60,-2.95,
6.35,-12.13,-10.90,
7.16,-19.60,3.95,
11.09,-3.81,-0.99,
8.63,3.86,-14.80,
-3.19,-0.43,3.44,
0.77,8.83,4.27,
5.29,7.10,-9.84,
2.34,-4.98,-4.80,
-4.77,-2.06,3.87,
-9.97,-3.49,-8.74,
-0.12,-10.20,-6.80,
2.72,1.30,-3.68,
4.58,3.82,-2.02,
4.85,3.18,-3.74,
1.71,1.65,-2.79,
-1.47,0.95,-0.53,
-1.29,1.88,-0.59,
0.74,2.51,-1.90,
2.28,2.01,-0.63,
3.68,-1.73,-1.80,
6.92,-3.72,-2.76,
3.72,-1.63,-1.01,
5.32,0.74,-1.44,
9.90,-2.87,-2.64,
